fips,county_name,population,median_income,poverty_count,poverty_universe,poverty_rate
30045,"Judith Basin County, Montana",2053,55417,324,2049,15.81
30047,"Lake County, Montana",32073,61965,5614,31683,17.72
30049,"Lewis and Clark County, Montana",72580,74543,6209,71230,8.72
30051,"Liberty County, Montana",1968,53264,494,1940,25.46
30053,"Lincoln County, Montana",20656,47018,3303,20429,16.17
30055,"McCone County, Montana",1818,71842,75,1796,4.18
30057,"Madison County, Montana",8975,67420,603,8903,6.77
30059,"Meagher County, Montana",1979,56215,206,1920,10.73
30061,"Mineral County, Montana",4796,61117,835,4677,17.85
30063,"Missoula County, Montana",119639,71246,12792,117062,10.93
30065,"Musselshell County, Montana",5068,59010,765,5000,15.3
30067,"Park County, Montana",17484,66607,2266,17344,13.07
30069,"Petroleum County, Montana",401,59318,26,401,6.48
30071,"Phillips County, Montana",4224,58156,389,4134,9.41
30073,"Pondera County, Montana",6012,53500,1348,5899,22.85
30075,"Powder River County, Montana",1762,68009,167,1717,9.73
30077,"Powell County, Montana",7029,63432,333,5250,6.34
30079,"Prairie County, Montana",1251,45192,291,1216,23.93
30081,"Ravalli County, Montana",45807,71323,3771,45527,8.28
30083,"Richland County, Montana",11329,69578,808,11303,7.15
30085,"Roosevelt County, Montana",10665,53125,3132,10236,30.6
30087,"Rosebud County, Montana",8236,56430,1763,8168,21.58
30089,"Sanders County, Montana",12936,54035,1920,12726,15.09
30091,"Sheridan County, Montana",3677,63654,360,3595,10.01
30093,"Silver Bow County, Montana",35589,57504,5584,34543,16.17
30095,"Stillwater County, Montana",9052,81503,740,8965,8.25
30097,"Sweet Grass County, Montana",3713,69426,288,3685,7.82
30099,"Teton County, Montana",6291,67766,643,6145,10.46
30101,"Toole County, Montana",5028,53693,541,4411,12.26
30103,"Treasure County, Montana",761,73036,82,761,10.78
30105,"Valley County, Montana",7540,64515,946,7346,12.88
30107,"Wheatland County, Montana",2049,47054,478,2019,23.68
30109,"Wibaux County, Montana",1148,64792,180,1130,15.93
30111,"Yellowstone County, Montana",167340,74400,16737,163620,10.23
31001,"Adams County, Nebraska",31034,65680,3776,29599,12.76
31003,"Antelope County, Nebraska",6302,63750,623,6208,10.04
31005,"Arthur County, Nebraska",540,67500,52,540,9.63
31007,"Banner County, Nebraska",657,71250,62,657,9.44
31009,"Blaine County, Nebraska",385,61250,41,385,10.65
31011,"Boone County, Nebraska",5366,71367,484,5263,9.2
31013,"Box Butte County, Nebraska",10754,68778,1055,10597,9.96
31015,"Boyd County, Nebraska",1704,58984,171,1671,10.23
31017,"Brown County, Nebraska",2739,51538,328,2700,12.15
31019,"Buffalo County, Nebraska",50323,74570,5297,48068,11.02
31021,"Burt County, Nebraska",6730,57303,909,6640,13.69
31023,"Butler County, Nebraska",8413,82603,625,8265,7.56
31025,"Cass County, Nebraska",26963,88255,1291,26520,4.87
31027,"Cedar County, Nebraska",8344,73977,506,8146,6.21
31029,"Chase County, Nebraska",3639,62782,277,3565,7.77
31031,"Cherry County, Nebraska",5468,63750,389,5405,7.2
31033,"Cheyenne County, Nebraska",9478,57594,1031,9295,11.09
31035,"Clay County, Nebraska",6084,75938,486,5969,8.14
31037,"Colfax County, Nebraska",10541,79720,898,10312,8.71
31039,"Cuming County, Nebraska",8976,70708,686,8841,7.76
31041,"Custer County, Nebraska",10544,66310,900,10418,8.64
31043,"Dakota County, Nebraska",21331,71655,2355,21090,11.17
31045,"Dawes County, Nebraska",8212,54381,932,7395,12.6
31047,"Dawson County, Nebraska",24020,65383,2935,23789,12.34
31049,"Deuel County, Nebraska",1865,61438,169,1860,9.09
31051,"Dixon County, Nebraska",5561,69156,387,5469,7.08
31053,"Dodge County, Nebraska",37146,71294,3365,36101,9.32
31055,"Douglas County, Nebraska",585461,79081,64580,574217,11.25
31057,"Dundy County, Nebraska",1811,56563,214,1783,12.0
31059,"Fillmore County, Nebraska",5551,76354,423,5359,7.89
31061,"Franklin County, Nebraska",2868,57692,396,2804,14.12
31063,"Frontier County, Nebraska",2562,68207,294,2438,12.06
31065,"Furnas County, Nebraska",4605,60625,557,4512,12.34
31067,"Gage County, Nebraska",21646,64426,2806,21265,13.2
31069,"Garden County, Nebraska",1620,44777,224,1593,14.06
31071,"Garfield County, Nebraska",1797,68611,201,1725,11.65
31073,"Gosper County, Nebraska",1929,79145,133,1895,7.02
31075,"Grant County, Nebraska",695,69063,74,685,10.8
31077,"Greeley County, Nebraska",2211,58894,244,2183,11.18
31079,"Hall County, Nebraska",62431,67549,7213,61378,11.75
31081,"Hamilton County, Nebraska",9438,79884,624,9278,6.73
31083,"Harlan County, Nebraska",3006,70536,213,2955,7.21
31085,"Hayes County, Nebraska",854,60313,105,854,12.3
31087,"Hitchcock County, Nebraska",2601,52016,298,2565,11.62
31089,"Holt County, Nebraska",10093,67225,1078,9950,10.83
31091,"Hooker County, Nebraska",613,45854,45,587,7.67
31093,"Howard County, Nebraska",6492,74508,348,6393,5.44
31095,"Jefferson County, Nebraska",7155,60568,690,6988,9.87
31097,"Johnson County, Nebraska",5263,59457,293,4303,6.81
31099,"Kearney County, Nebraska",6697,79167,442,6606,6.69
31101,"Keith County, Nebraska",8239,58132,871,8127,10.72
31103,"Keya Paha County, Nebraska",939,60313,98,939,10.44
31105,"Kimball County, Nebraska",3348,59438,362,3264,11.09
31107,"Knox County, Nebraska",8362,64821,1079,8183,13.19
31109,"Lancaster County, Nebraska",323673,72625,36271,310515,11.68
31111,"Lincoln County, Nebraska",34122,64342,4278,33324,12.84
31113,"Logan County, Nebraska",812,71650,66,806,8.19
31115,"Loup County, Nebraska",564,60156,46,564,8.16
31117,"McPherson County, Nebraska",463,61316,33,463,7.13
31119,"Madison County, Nebraska",35535,64637,4078,34609,11.78
31121,"Merrick County, Nebraska",7696,62849,661,7561,8.74
31123,"Morrill County, Nebraska",4544,59773,550,4423,12.43
31125,"Nance County, Nebraska",3342,65438,525,3255,16.13
31127,"Nemaha County, Nebraska",7035,60132,851,6540,13.01
31129,"Nuckolls County, Nebraska",4089,70201,300,4035,7.43
31131,"Otoe County, Nebraska",16075,81430,1514,15867,9.54
31133,"Pawnee County, Nebraska",2539,54926,349,2481,14.07
31135,"Perkins County, Nebraska",2835,67500,214,2795,7.66
31137,"Phelps County, Nebraska",8983,65988,1186,8712,13.61
31139,"Pierce County, Nebraska",7312,75938,573,7188,7.97
31141,"Platte County, Nebraska",34358,72335,2959,33917,8.72
31143,"Polk County, Nebraska",5209,71771,318,5109,6.22
31145,"Red Willow County, Nebraska",10611,60000,1449,10271,14.11
31147,"Richardson County, Nebraska",7797,55578,811,7667,10.58
31149,"Rock County, Nebraska",1335,57500,132,1259,10.48
31151,"Saline County, Nebraska",14642,77027,1329,13989,9.5
31153,"Sarpy County, Nebraska",194051,101402,9958,192296,5.18
31155,"Saunders County, Nebraska",22761,89395,1442,22459,6.42
31157,"Scotts Bluff County, Nebraska",35937,60960,4881,35061,13.92
31159,"Seward County, Nebraska",17636,81122,1125,16338,6.89
31161,"Sheridan County, Nebraska",5058,56900,525,4889,10.74
31163,"Sherman County, Nebraska",2974,61935,277,2918,9.49
31165,"Sioux County, Nebraska",1197,54076,137,1197,11.45
31167,"Stanton County, Nebraska",5835,78275,408,5762,7.08
31169,"Thayer County, Nebraska",4938,63095,433,4810,9.0
31171,"Thomas County, Nebraska",626,72708,30,626,4.79
31173,"Thurston County, Nebraska",6666,64838,1178,6543,18.0
31175,"Valley County, Nebraska",4094,58902,373,4031,9.25
31177,"Washington County, Nebraska",20989,90188,1434,20762,6.91
31179,"Wayne County, Nebraska",9786,67687,1091,8283,13.17
31181,"Webster County, Nebraska",3385,65197,328,3300,9.94
31183,"Wheeler County, Nebraska",785,55893,41,785,5.22
31185,"York County, Nebraska",14231,74058,1211,13402,9.04
32001,"Churchill County, Nevada",25614,73268,2276,24902,9.14
32003,"Clark County, Nevada",2293764,73845,299896,2270530,13.21
32005,"Douglas County, Nevada",49624,88018,4092,49374,8.29
32007,"Elko County, Nevada",53852,83427,5829,52861,11.03
32009,"Esmeralda County, Nevada",962,-666666666,185,955,19.37
32011,"Eureka County, Nevada",1660,73095,365,1654,22.07
32013,"Humboldt County, Nevada",17299,79946,2083,17130,12.16
32015,"Lander County, Nevada",5745,84474,652,5710,11.42
32017,"Lincoln County, Nevada",4452,69496,265,4017,6.6
32019,"Lyon County, Nevada",60630,73460,6650,60404,11.01
32021,"Mineral County, Nevada",4557,50584,795,4406,18.04
32023,"Nye County, Nevada",53207,55975,8081,52040,15.53
32027,"Pershing County, Nevada",6505,72007,380,4718,8.05
32029,"Storey County, Nevada",4139,96000,292,4128,7.07
32031,"Washoe County, Nevada",491770,85600,51773,484535,10.69
32033,"White Pine County, Nevada",8856,72294,617,7358,8.39
32510,"Carson City, Nevada",58364,71809,6183,55727,11.1
33001,"Belknap County, New Hampshire",64300,87983,5546,63298,8.76
33003,"Carroll County, New Hampshire",51259,82961,3775,50592,7.46
33005,"Cheshire County, New Hampshire",76945,81001,6529,73001,8.94
33007,"Coos County, New Hampshire",31386,58439,3782,29416,12.86
33009,"Grafton County, New Hampshire",91759,84021,8640,85332,10.13
33011,"Hillsborough County, New Hampshire",424732,100436,27126,416668,6.51
33013,"Merrimack County, New Hampshire",155018,93944,10586,149211,7.09
33015,"Rockingham County, New Hampshire",317163,113927,15031,314843,4.77
33017,"Strafford County, New Hampshire",131743,86564,10821,122813,8.81
33019,"Sullivan County, New Hampshire",43529,75929,4621,42777,10.8
34001,"Atlantic County, New Jersey",274704,76819,35247,268926,13.11
34003,"Bergen County, New Jersey",954717,123715,63408,943774,6.72
34005,"Burlington County, New Jersey",464226,105271,30725,453853,6.77
34007,"Camden County, New Jersey",524042,86384,62934,517854,12.15
34009,"Cape May County, New Jersey",95236,88046,8169,94025,8.69
34011,"Cumberland County, New Jersey",152915,64499,23410,144043,16.25
34013,"Essex County, New Jersey",854130,76712,125419,834461,15.03
34015,"Gloucester County, New Jersey",304504,102807,22676,298445,7.6
34017,"Hudson County, New Jersey",710478,90032,103860,701665,14.8
34019,"Hunterdon County, New Jersey",129448,139453,4894,127179,3.85
34021,"Mercer County, New Jersey",383286,96333,40446,365249,11.07
34023,"Middlesex County, New Jersey",861535,109028,71078,836248,8.5
34025,"Monmouth County, New Jersey",643615,122727,40958,637240,6.43
34027,"Morris County, New Jersey",510375,134929,25572,502694,5.09
34029,"Ocean County, New Jersey",646434,86411,66599,639510,10.41
34031,"Passaic County, New Jersey",518289,87137,69781,510404,13.67
34033,"Salem County, New Jersey",64973,78412,8131,63702,12.76
34035,"Somerset County, New Jersey",346203,135960,18851,343350,5.49
34037,"Sussex County, New Jersey",145117,114316,7794,143936,5.41
34039,"Union County, New Jersey",572549,100117,50508,566136,8.92
34041,"Warren County, New Jersey",110238,99596,8827,108645,8.12
35001,"Bernalillo County, New Mexico",674357,66514,105164,665828,15.79
35003,"Catron County, New Mexico",3685,46439,772,3649,21.16
35005,"Chaves County, New Mexico",64446,52029,13763,61833,22.26
35006,"Cibola County, New Mexico",27059,51765,7041,25480,27.63
35007,"Colfax County, New Mexico",12336,52690,1985,11709,16.95
35009,"Curry County, New Mexico",47932,56259,9743,46722,20.85
35011,"De Baca County, New Mexico",1580,40804,322,1566,20.56
35013,"Doña Ana County, New Mexico",221665,55663,47947,215850,22.21
35015,"Eddy County, New Mexico",61114,79605,7519,60415,12.45
35017,"Grant County, New Mexico",27856,45921,5273,27000,19.53
35019,"Guadalupe County, New Mexico",4379,40149,904,3925,23.03
35021,"Harding County, New Mexico",748,41250,140,748,18.72
35023,"Hidalgo County, New Mexico",4097,49076,823,4015,20.5
35025,"Lea County, New Mexico",73154,68750,13178,70659,18.65
35027,"Lincoln County, New Mexico",20227,51643,3205,20002,16.02
35028,"Los Alamos County, New Mexico",19374,143188,564,19266,2.93
35029,"Luna County, New Mexico",25420,37917,6517,24945,26.13
35031,"McKinley County, New Mexico",71172,44496,25117,70388,35.68
35033,"Mora County, New Mexico",4176,50178,782,4168,18.76
35035,"Otero County, New Mexico",68235,52717,12903,64676,19.95
35037,"Quay County, New Mexico",8616,43698,2138,8411,25.42
35039,"Rio Arriba County, New Mexico",40165,53901,8033,39966,20.1
35041,"Roosevelt County, New Mexico",19002,52445,3856,17881,21.56
35043,"Sandoval County, New Mexico",151538,84053,15123,150756,10.03
35045,"San Juan County, New Mexico",121178,53020,27779,119767,23.19
35047,"San Miguel County, New Mexico",27036,47400,5689,25896,21.97
35049,"Santa Fe County, New Mexico",155175,74689,19103,152885,12.5
35051,"Sierra County, New Mexico",11511,37840,2810,11270,24.93
35053,"Socorro County, New Mexico",16308,47556,4502,15543,28.96
35055,"Taos County, New Mexico",34516,58908,4943,34286,14.42
35057,"Torrance County, New Mexico",15290,46250,3100,15161,20.45
35059,"Union County, New Mexico",4039,45319,702,3608,19.46
35061,"Valencia County, New Mexico",77382,58333,13941,75583,18.44
36001,"Albany County, New York",315374,83149,38700,299579,12.92
36003,"Allegany County, New York",47027,61233,7095,42233,16.8
36005,"Bronx County, New York",1419250,49036,374138,1388414,26.95
36007,"Broome County, New York",197738,61059,35448,187291,18.93
36009,"Cattaraugus County, New York",76479,58248,13039,74094,17.6
36011,"Cayuga County, New York",75464,66583,9914,72009,13.77
36013,"Chautauqua County, New York",126329,56507,20703,121678,17.01
36015,"Chemung County, New York",82805,63469,12500,79307,15.76
36017,"Chenango County, New York",46685,62093,5597,45875,12.2
36019,"Clinton County, New York",78961,69208,10097,73237,13.79
36021,"Columbia County, New York",61245,83619,6818,59859,11.39
36023,"Cortland County, New York",46401,67527,5494,42878,12.81
36025,"Delaware County, New York",44551,60226,6317,42513,14.86
36027,"Dutchess County, New York",297144,97273,23328,282406,8.26
36029,"Erie County, New York",950044,71175,130009,927075,14.02
36031,"Essex County, New York",37077,70215,4143,35097,11.8
36033,"Franklin County, New York",47066,63747,7179,43424,16.53
36035,"Fulton County, New York",52787,62615,7532,51814,14.54
36037,"Genesee County, New York",57943,72055,6018,56881,10.58
36039,"Greene County, New York",47554,74011,4945,44928,11.01
36041,"Hamilton County, New York",5102,68950,506,5052,10.02
36043,"Herkimer County, New York",59932,68858,7826,58918,13.28
36045,"Jefferson County, New York",116130,64978,14832,110709,13.4
36047,"Kings County, New York",2646306,78548,494754,2619715,18.89
36049,"Lewis County, New York",26618,68329,3230,26373,12.25
36051,"Livingston County, New York",61588,72464,6606,56975,11.59
36053,"Madison County, New York",67572,73141,6033,62041,9.72
36055,"Monroe County, New York",754068,74409,95297,729825,13.06
36057,"Montgomery County, New York",49461,62923,7163,48700,14.71
36059,"Nassau County, New York",1388138,143408,72719,1368576,5.31
36061,"New York County, New York",1627788,104553,250056,1578789,15.84
36063,"Niagara County, New York",211341,67809,27014,207518,13.02
36065,"Oneida County, New York",229645,68819,32026,219280,14.61
36067,"Onondaga County, New York",471611,74740,62884,451437,13.93
36069,"Ontario County, New York",112405,79814,9961,108733,9.16
36071,"Orange County, New York",403840,96497,51238,395402,12.96
36073,"Orleans County, New York",39686,63838,4948,37943,13.04
36075,"Oswego County, New York",117945,68461,18598,112495,16.53
36077,"Otsego County, New York",59738,67086,7741,54799,14.13
36079,"Putnam County, New York",97988,127405,6331,96778,6.54
36081,"Queens County, New York",2330124,84961,282195,2303679,12.25
36083,"Rensselaer County, New York",160341,86663,18177,154253,11.78
36085,"Richmond County, New York",492734,98290,53177,487917,10.9
36087,"Rockland County, New York",338936,110631,51969,334095,15.56
36089,"St. Lawrence County, New York",107796,61900,16924,97072,17.43
36091,"Saratoga County, New York",237075,99653,15723,233461,6.73
36093,"Schenectady County, New York",159603,76989,19384,155459,12.47
36095,"Schoharie County, New York",29979,71188,3106,28675,10.83
36097,"Schuyler County, New York",17749,65625,2663,17605,15.13
36099,"Seneca County, New York",33125,66007,4167,31288,13.32
36101,"Steuben County, New York",93034,64740,12537,91687,13.67
36103,"Suffolk County, New York",1525680,128329,95543,1498692,6.38
36105,"Sullivan County, New York",79147,69826,11547,76020,15.19
36107,"Tioga County, New York",48106,71791,5810,47532,12.22
36109,"Tompkins County, New York",102879,73012,13547,88595,15.29
36111,"Ulster County, New York",182109,81804,25084,175073,14.33
36113,"Warren County, New York",65560,78239,5910,64721,9.13
36115,"Washington County, New York",60883,72342,6304,58154,10.84
36117,"Wayne County, New York",91128,73914,10174,90274,11.27
36119,"Westchester County, New York",996888,118411,86670,976107,8.88
36121,"Wyoming County, New York",39980,68913,3968,37280,10.64
36123,"Yates County, New York",24637,67521,3318,23461,14.14
37001,"Alamance County, North Carolina",174286,64445,23943,169230,14.15
37003,"Alexander County, North Carolina",36440,65268,4204,34841,12.07
37005,"Alleghany County, North Carolina",11075,44272,1907,10970,17.38
37007,"Anson County, North Carolina",21903,44245,4235,19973,21.2
37009,"Ashe County, North Carolina",26831,50827,3724,26504,14.05
37011,"Avery County, North Carolina",17643,57657,1641,14968,10.96
37013,"Beaufort County, North Carolina",44597,57997,7931,44028,18.01
37015,"Bertie County, North Carolina",17482,45931,3152,15931,19.79
37017,"Bladen County, North Carolina",29591,44528,6207,29221,21.24
37019,"Brunswick County, North Carolina",145889,74034,13570,144672,9.38
37021,"Buncombe County, North Carolina",271790,70578,31202,265007,11.77
37023,"Burke County, North Carolina",87863,55684,15326,85482,17.93
37025,"Cabarrus County, North Carolina",231262,86084,20450,229228,8.92
37027,"Caldwell County, North Carolina",80618,55401,10087,79545,12.68
37029,"Camden County, North Carolina",10743,87781,537,10693,5.02
37031,"Carteret County, North Carolina",68652,70235,6781,67511,10.04
37033,"Caswell County, North Carolina",22689,59407,3325,21161,15.71
37035,"Catawba County, North Carolina",162051,64544,20376,158926,12.82
37037,"Chatham County, North Carolina",78319,88534,8111,77460,10.47
37039,"Cherokee County, North Carolina",29197,51496,4218,28841,14.63
37041,"Chowan County, North Carolina",13814,56982,2790,13584,20.54
37043,"Clay County, North Carolina",11391,53645,1516,11252,13.47
37045,"Cleveland County, North Carolina",100170,55769,16925,98200,17.24
37047,"Columbus County, North Carolina",50453,48184,9006,47923,18.79
37049,"Craven County, North Carolina",101074,64635,13368,96136,13.91
37051,"Cumberland County, North Carolina",336749,58780,54794,318188,17.22
37053,"Currituck County, North Carolina",29612,91548,2248,29434,7.64
37055,"Dare County, North Carolina",37534,81214,2817,37352,7.54
37057,"Davidson County, North Carolina",171063,62426,23367,169012,13.83
37059,"Davie County, North Carolina",43526,73234,4310,43186,9.98
37061,"Duplin County, North Carolina",49053,51880,8708,48673,17.89
37063,"Durham County, North Carolina",329405,79501,38013,316530,12.01
37065,"Edgecombe County, North Carolina",48777,48480,10516,48062,21.88
37067,"Forsyth County, North Carolina",386740,65541,55308,376368,14.7
37069,"Franklin County, North Carolina",71962,71386,7118,70540,10.09
37071,"Gaston County, North Carolina",231485,65472,29054,227676,12.76
37073,"Gates County, North Carolina",10437,61612,1212,10238,11.84
37075,"Graham County, North Carolina",8041,49038,686,7883,8.7
37077,"Granville County, North Carolina",61439,70975,8020,57048,14.06
37079,"Greene County, North Carolina",20421,50904,3968,17749,22.36
37081,"Guilford County, North Carolina",542987,66027,79108,519697,15.22
37083,"Halifax County, North Carolina",48219,45071,11826,47012,25.16
37085,"Harnett County, North Carolina",136503,69012,19368,133246,14.54
37087,"Haywood County, North Carolina",62432,61001,6960,61714,11.28
37089,"Henderson County, North Carolina",117387,67623,13536,115963,11.67
37091,"Hertford County, North Carolina",20492,47472,3986,18613,21.42
37093,"Hoke County, North Carolina",53102,60095,9011,51906,17.36
37095,"Hyde County, North Carolina",4625,47338,898,4005,22.42
37097,"Iredell County, North Carolina",191800,78678,17271,189857,9.1
37099,"Jackson County, North Carolina",43089,53479,7575,39227,19.31
37101,"Johnston County, North Carolina",226623,79838,25065,223985,11.19
37103,"Jones County, North Carolina",9245,55659,1942,9131,21.27
37105,"Lee County, North Carolina",64565,63060,9787,63282,15.47
37107,"Lenoir County, North Carolina",54917,44795,12100,53873,22.46
37109,"Lincoln County, North Carolina",90359,78490,8097,89512,9.05
37111,"McDowell County, North Carolina",44679,55527,6057,43337,13.98
37113,"Macon County, North Carolina",37533,53298,5337,37071,14.4
37115,"Madison County, North Carolina",21640,58628,2378,20780,11.44
37117,"Martin County, North Carolina",21773,46793,4186,21311,19.64
37119,"Mecklenburg County, North Carolina",1130906,83765,115896,1113265,10.41
37121,"Mitchell County, North Carolina",14973,58089,1889,14580,12.96
37123,"Montgomery County, North Carolina",25874,55849,4027,25033,16.09
37125,"Moore County, North Carolina",102840,82837,10077,101170,9.96
37127,"Nash County, North Carolina",95451,60704,13116,93468,14.03
37129,"New Hanover County, North Carolina",231214,72892,27891,225457,12.37
37131,"Northampton County, North Carolina",17212,47935,3311,16573,19.98
37133,"Onslow County, North Carolina",208537,64568,21794,186008,11.72
37135,"Orange County, North Carolina",147292,88553,16892,135916,12.43
37137,"Pamlico County, North Carolina",12315,61624,1414,11433,12.37
37139,"Pasquotank County, North Carolina",40830,63912,3827,38146,10.03
37141,"Pender County, North Carolina",63475,76838,6641,62106,10.69
37143,"Perquimans County, North Carolina",13146,61224,1494,13119,11.39
37145,"Person County, North Carolina",39275,64927,7182,38934,18.45
37147,"Pitt County, North Carolina",172279,58851,32225,166082,19.4
37149,"Polk County, North Carolina",19689,61005,2643,19354,13.66
37151,"Randolph County, North Carolina",145322,59047,21205,143617,14.76
37153,"Richmond County, North Carolina",42818,43626,10478,41632,25.17
37155,"Robeson County, North Carolina",116858,40318,32642,113440,28.77
37157,"Rockingham County, North Carolina",91585,55796,15086,89541,16.85
37159,"Rowan County, North Carolina",148487,63196,22881,144491,15.84
37161,"Rutherford County, North Carolina",64850,49771,11196,63623,17.6
37163,"Sampson County, North Carolina",59245,53159,11727,57941,20.24
37165,"Scotland County, North Carolina",34353,43500,8544,32159,26.57
37167,"Stanly County, North Carolina",63557,61631,8765,61509,14.25
37169,"Stokes County, North Carolina",44889,60039,5280,44124,11.97
37171,"Surry County, North Carolina",71407,56095,11724,70238,16.69
37173,"Swain County, North Carolina",14065,55429,2890,13729,21.05
37175,"Transylvania County, North Carolina",33243,64523,4576,32275,14.18
37177,"Tyrrell County, North Carolina",3376,43952,585,2812,20.8
37179,"Union County, North Carolina",244975,99243,18530,241896,7.66
37181,"Vance County, North Carolina",42361,46943,7936,41868,18.95
37183,"Wake County, North Carolina",1151009,101763,89566,1129229,7.93
37185,"Warren County, North Carolina",18751,45279,4004,18006,22.24
37187,"Washington County, North Carolina",10905,41750,2631,10649,24.71
37189,"Watauga County, North Carolina",54607,51367,12005,48636,24.68
37191,"Wayne County, North Carolina",117606,58082,19436,114923,16.91
37193,"Wilkes County, North Carolina",65983,50438,10623,64649,16.43
37195,"Wilson County, North Carolina",78648,51381,16226,77254,21.0
37197,"Yadkin County, North Carolina",37419,60321,5050,37017,13.64
37199,"Yancey County, North Carolina",18676,54961,2763,18543,14.9
38001,"Adams County, North Dakota",2179,55417,307,2112,14.54
38003,"Barnes County, North Dakota",10794,70230,1149,10189,11.28
38005,"Benson County, North Dakota",5861,68049,1295,5832,22.21
38007,"Billings County, North Dakota",948,81250,122,941,12.96
38009,"Bottineau County, North Dakota",6390,83460,460,6092,7.55
38011,"Bowman County, North Dakota",2935,83773,272,2863,9.5
38013,"Burke County, North Dakota",2163,96339,111,2163,5.13
38015,"Burleigh County, North Dakota",98986,84948,7801,94986,8.21
38017,"Cass County, North Dakota",189286,75023,18980,183526,10.34
38019,"Cavalier County, North Dakota",3663,67064,273,3555,7.68
38021,"Dickey County, North Dakota",4959,63125,503,4668,10.78
38023,"Divide County, North Dakota",2174,89297,153,2103,7.28
38025,"Dunn County, North Dakota",4043,94688,288,3974,7.25
38027,"Eddy County, North Dakota",2319,55389,283,2218,12.76
38029,"Emmons County, North Dakota",3269,67368,268,3187,8.41
38031,"Foster County, North Dakota",3372,83412,299,3279,9.12
38033,"Golden Valley County, North Dakota",1679,76528,298,1655,18.01
38035,"Grand Forks County, North Dakota",72764,68450,9496,68306,13.9
38037,"Grant County, North Dakota",2276,56750,389,2230,17.44
38039,"Griggs County, North Dakota",2340,64737,228,2258,10.1
38041,"Hettinger County, North Dakota",2453,70827,215,2312,9.3
38043,"Kidder County, North Dakota",2374,61850,243,2350,10.34
38045,"LaMoure County, North Dakota",4107,70263,430,3980,10.8
38047,"Logan County, North Dakota",1848,61339,204,1779,11.47
38049,"McHenry County, North Dakota",5264,80614,511,5199,9.83
38051,"McIntosh County, North Dakota",2512,64236,372,2408,15.45
38053,"McKenzie County, North Dakota",14280,88289,1801,14065,12.8
38055,"McLean County, North Dakota",9807,81847,806,9654,8.35
38057,"Mercer County, North Dakota",8341,79405,869,8156,10.65
38059,"Morton County, North Dakota",33479,79483,2297,32771,7.01
38061,"Mountrail County, North Dakota",9567,81292,1244,9455,13.16
38063,"Nelson County, North Dakota",3015,68051,288,2893,9.96
38065,"Oliver County, North Dakota",1821,76953,86,1820,4.73
38067,"Pembina County, North Dakota",6787,66884,576,6619,8.7
38069,"Pierce County, North Dakota",3961,63214,463,3803,12.17
38071,"Ramsey County, North Dakota",11563,61319,1800,11070,16.26
38073,"Ransom County, North Dakota",5662,74521,593,5449,10.88
38075,"Renville County, North Dakota",2277,76311,158,2212,7.14
38077,"Richland County, North Dakota",16550,72524,1582,15256,10.37
38079,"Rolette County, North Dakota",12065,57355,2920,11644,25.08
38081,"Sargent County, North Dakota",3822,77697,297,3773,7.87
38083,"Sheridan County, North Dakota",1327,67361,113,1322,8.55
38085,"Sioux County, North Dakota",3789,41676,1590,3720,42.74
38087,"Slope County, North Dakota",795,62500,51,795,6.42
38089,"Stark County, North Dakota",33116,80744,3538,32184,10.99
38091,"Steele County, North Dakota",1731,80313,230,1731,13.29
38093,"Stutsman County, North Dakota",21525,60172,2469,19863,12.43
38095,"Towner County, North Dakota",2113,63017,237,2059,11.51
38097,"Traill County, North Dakota",7980,88289,523,7529,6.95
38099,"Walsh County, North Dakota",10488,69976,1081,10292,10.5
38101,"Ward County, North Dakota",69232,79273,5255,67484,7.79
38103,"Wells County, North Dakota",3942,61346,405,3853,10.51
38105,"Williams County, North Dakota",39368,90224,3406,38886,8.76
39001,"Adams County, Ohio",27510,49521,5508,27094,20.33
39003,"Allen County, Ohio",101685,62001,12815,97786,13.11
39005,"Ashland County, Ohio",52296,64991,6988,50716,13.78
39007,"Ashtabula County, Ohio",97343,55507,17208,94199,18.27
39009,"Athens County, Ohio",61573,53837,11914,53885,22.11
39011,"Auglaize County, Ohio",46209,76454,3408,45601,7.47
39013,"Belmont County, Ohio",65982,58411,8872,62167,14.27
39015,"Brown County, Ohio",43710,69990,7498,43065,17.41
39017,"Butler County, Ohio",389910,81194,44346,378278,11.72
39019,"Carroll County, Ohio",26731,64675,3274,26271,12.46
39021,"Champaign County, Ohio",38772,74239,3131,38183,8.2
39023,"Clark County, Ohio",135445,60846,20582,132172,15.57
39025,"Clermont County, Ohio",209862,83178,18343,207559,8.84
39027,"Clinton County, Ohio",42014,68125,6018,40731,14.77
39029,"Columbiana County, Ohio",101203,58474,13547,97788,13.85
39031,"Coshocton County, Ohio",36679,54687,6776,36062,18.79
39033,"Crawford County, Ohio",41767,55477,5416,41017,13.2
39035,"Cuyahoga County, Ohio",1249418,62823,198469,1224797,16.2
39037,"Darke County, Ohio",51655,64654,5721,50979,11.22
39039,"Defiance County, Ohio",38258,73615,3731,37422,9.97
39041,"Delaware County, Ohio",221160,130088,11029,218562,5.05
39043,"Erie County, Ohio",74938,68431,9228,73666,12.53
39045,"Fairfield County, Ohio",161289,87069,12903,157583,8.19
39047,"Fayette County, Ohio",28880,60047,4541,28308,16.04
39049,"Franklin County, Ohio",1321635,73795,187832,1292184,14.54
39051,"Fulton County, Ohio",42434,72866,3640,41948,8.68
